Question_EN,Question_TL,Answer,Source,Category,BAAI_documents_retrieved,snowflake_documents_retrieved,multilingual_documents_retrieved
What is the significance of amending the project name and completing the address in the original resolution?,Ano ang kahalagahan ng pagbabago ng pangalan ng proyekto at pagkompleto ng address sa orihinal na resolusyon?,"Amending the project name and completing the address in the original resolution ensures that all legal and official documents accurately reflect the current entity managing the project and its precise location. This can help prevent legal issues, ensure clear communication between entities, and provide transparency to the public about who is responsible for the project.","SP-8974, S-2022",Operative,"[[""SP-8988, S-2022"", ""Preamble"", 0.9971227645874023], [""SP-8974, S-2022"", ""Preamble"", 0.9851241111755371], [""SP-8988, S-2022"", ""Introduction"", 0.7893787622451782], [""SP-8974, S-2022"", ""Introduction"", 0.6922229528427124], [""SP-8988, S-2022"", ""Operative"", 0.6268181204795837], [""SP-8974, S-2022"", ""Operative"", 0.5284299254417419], [""SP-8135, S-2020"", ""Introduction"", 0.49260595440864563]]","[[""SP-3163, S-2022"", ""Preamble"", 0.5], [""SP-8974, S-2022"", ""Preamble"", 0.5], [""SP-8988, S-2022"", ""Preamble"", 0.4971269369125366], [""SP-3166 S-2022"", ""Preamble"", 0.4748115837574005], [""SP-8972, S-2022"", ""Preamble"", 0.46450966596603394], [""SP-8988, S-2022"", ""Introduction"", 0.445217490196228], [""SP-8974, S-2022"", ""Introduction"", 0.4412907660007477]]","[[""SP-8988, S-2022"", ""Introduction"", 0.6307104825973511], [""SP-8988, S-2022"", ""Preamble"", 0.6171343326568604], [""SP-8974, S-2022"", ""Preamble"", 0.5437381267547607], [""SP-8974, S-2022"", ""Introduction"", 0.5277934074401855], [""SP-3018, S-2021"", ""Uncategorized"", 0.5], [""SP-8990, S-2022"", ""Introduction"", 0.3478935658931732], [""SP-3165 S-2022"", ""Introduction"", 0.3316352963447571]]"
What is the financial implication for the Quezon City Government in granting the additional incentive to all its employees?,Ano ang implikasyon sa pananalapi para sa Pamahalaang Lungsod ng Quezon sa pagbibigay ng karagdagang insentibo para sa lahat ng empleyado nito?,"The financial implication for the Quezon City Government is that it will have to allocate funds to cover the total amount of the additional incentive, which is Ten Thousand Pesos (Php10,000.00) per employee, from any available funds. This could affect the budget allocation for other projects or expenses of the city.","SP-3062, S-2021",Operative,"[[""SP-3138, S-2022"", ""Operative"", 0.9967916011810303], [""SP-3062, S-2021"", ""Operative"", 0.9644213914871216], [""SP-3062, S-2021"", ""Introduction"", 0.6557899713516235], [""SP-3138, S-2022"", ""Introduction"", 0.6117005944252014], [""SP-3138, S-2022"", ""Preamble"", 0.5450849533081055], [""SP-3062, S-2021"", ""Preamble"", 0.4977587163448334], [""SP-2370, S-2014"", ""Operative"", 0.4642168879508972]]","[[""SP-3138, S-2022"", ""Preamble"", 0.8706291913986206], [""SP-3062, S-2021"", ""Preamble"", 0.8325915336608887], [""SP-3138, S-2022"", ""Operative"", 0.6934027671813965], [""SP-3062, S-2021"", ""Operative"", 0.6663920283317566], [""SP-3138, S-2022"", ""Introduction"", 0.6291605234146118], [""SP-3062, S-2021"", ""Introduction"", 0.618966817855835], [""SP-3025, S-2021"", ""Preamble"", 0.5]]","[[""SP-3138, S-2022"", ""Operative"", 1.0], [""SP-3062, S-2021"", ""Operative"", 0.9597269296646118], [""SP-3138, S-2022"", ""Preamble"", 0.6612890362739563], [""SP-3062, S-2021"", ""Preamble"", 0.6542624235153198], [""SP-3062, S-2021"", ""Introduction"", 0.5556516051292419], [""SP-2370, S-2014"", ""Operative"", 0.4807562232017517], [""SP-2370, S-2014"", ""Preamble"", 0.4178921580314636]]"
"What are the conditions that must be met for the issuance of a Special Use Permit for the operation of a transport garage/parking, according to the document?","Ano ang mga kundisyon na dapat matugunan para sa paglabas ng isang Special Use Permit para sa operasyon ng isang transport garage/parking, ayon sa dokumento?","The conditions for the issuance of a Special Use Permit include ensuring that the exception will not adversely affect public health, safety, and welfare, and is consistent with the general pattern of development in the community. The proposed project must support economic-based activities, provide livelihood, vital community services and facilities, and not negatively impact the zone or community. Additionally, it must not affect the appropriate use of adjoining properties in the same district and should not alter the essential character and general purpose of the district where the exception is sought.","SP-8990, S-2022",Preamble,"[[""SP-8990, S-2022"", ""Operative"", 0.9726657867431641], [""SP-8990, S-2022"", ""Preamble"", 0.8815449476242065], [""SP-8993, S-2022"", ""Preamble"", 0.8531721830368042], [""SP-8993, S-2022"", ""Introduction"", 0.6182529330253601], [""SP-8993, S-2022"", ""Operative"", 0.5853108763694763], [""SP-8985, S-2022"", ""Operative"", 0.5563163757324219], [""SP-8972, S-2022"", ""Introduction"", 0.5038580298423767]]","[[""SP-8990, S-2022"", ""Preamble"", 0.5335665941238403], [""SP-3166 S-2022"", ""Preamble"", 0.5], [""SP-8990, S-2022"", ""Operative"", 0.5], [""SP-8993, S-2022"", ""Preamble"", 0.4815599024295807], [""SP-3165 S-2022"", ""Introduction"", 0.4043079912662506], [""SP-3163, S-2022"", ""Preamble"", 0.39004063606262207], [""SP-2373, S-2014"", ""Operative"", 0.3075333833694458]]","[[""SP-8990, S-2022"", ""Operative"", 1.0], [""SP-8990, S-2022"", ""Preamble"", 0.7655231356620789], [""SP-8993, S-2022"", ""Preamble"", 0.7451457977294922], [""SP-8993, S-2022"", ""Operative"", 0.6092218160629272], [""SP-8993, S-2022"", ""Introduction"", 0.530337929725647], [""SP-8984, S-2022"", ""Preamble"", 0.4945191740989685], [""SP-8972, S-2022"", ""Introduction"", 0.4904625415802002]]"
"What is the impact of extending the deadline for the first quarter real property tax payment from March 31 to April 20, 2021?","Ano ang magiging epekto ng pagpapalawig ng deadline para sa pagbabayad ng real property tax ng unang quarter mula Marso 31 hanggang Abril 20, 2021?","Extending the deadline for the first quarter real property tax payment provides property owners in Quezon City with additional time to fulfill their tax obligations amid movement restrictions due to the Enhanced Community Quarantine. This extension is intended to ease the financial burden and logistical challenges faced by residents during the pandemic, while still enabling the local government to collect necessary taxes.","SP-3017, S-2021",Operative,"[[""SP-3021, S-2021"", ""Preamble"", 0.9128870368003845], [""SP-3017, S-2021"", ""Operative"", 0.8667942881584167], [""SP-3021, S-2021"", ""Operative"", 0.7591229677200317], [""SP-3017, S-2021"", ""Preamble"", 0.7289338111877441], [""SP-3021, S-2021"", ""Introduction"", 0.6809659004211426], [""SP-3084, S-2021"", ""Preamble"", 0.680405855178833], [""SP-3020, S-2021"", ""Operative"", 0.6054345369338989]]","[[""SP-3021, S-2021"", ""Preamble"", 0.8118067979812622], [""SP-3021, S-2021"", ""Introduction"", 0.68099445104599], [""SP-3017, S-2021"", ""Introduction"", 0.6144044399261475], [""SP-3017, S-2021"", ""Preamble"", 0.60548335313797], [""SP-3084, S-2021"", ""Preamble"", 0.5771050453186035], [""SP-3020, S-2021"", ""Introduction"", 0.5142673254013062], [""SP-3017, S-2021"", ""Operative"", 0.45073822140693665]]","[[""SP-3021, S-2021"", ""Preamble"", 0.8074135780334473], [""SP-3017, S-2021"", ""Operative"", 0.7950201630592346], [""SP-3021, S-2021"", ""Operative"", 0.7489478588104248], [""SP-3017, S-2021"", ""Preamble"", 0.6894025802612305], [""SP-3084, S-2021"", ""Preamble"", 0.5848665237426758], [""SP-3020, S-2021"", ""Operative"", 0.5155373811721802]]"
"What is the significance of the Certificate of Exception granted to the STI Residential, Commercial, and Office Tower Project in Quezon City?","Ano ang kabuluhan ng Certificate of Exception na iginawad sa STI Residential, Commercial, at Office Tower Project sa Quezon City?","The Certificate of Exception allows the STI Residential, Commercial, and Office Tower Project to deviate from the current zoning classification and Floor Area Ratio (FAR) provisions set in the Comprehensive Zoning Ordinance of 2016 for Quezon City. This exemption is required because the proposed project does not conform to these zoning regulations. Despite the deviation, it is deemed not to adversely affect public health, safety, and welfare, and aligns with the general pattern of development in the community.","SP-9371, S-2023",Introduction,"[[""SP-9371, S-2023"", ""Preamble"", 0.9735615253448486], [""SP-9371, S-2023"", ""Operative"", 0.9050149917602539], [""SP-9371, S-2023"", ""Introduction"", 0.7540688514709473], [""SP-8997, S-2022"", ""Preamble"", 0.5807178616523743], [""SP-8979, S-2022"", ""Preamble"", 0.4903673529624939], [""Sp-8694, s-2021"", ""Preamble"", 0.4755951166152954], [""SP-8981-S-2022"", ""Preamble"", 0.45697686076164246], [""SP-8981, S-2022"", ""Preamble"", 0]]","[[""SP-9371, S-2023"", ""Preamble"", 0.7240582704544067], [""SP-9371, S-2023"", ""Introduction"", 0.6579744815826416], [""Sp-8694, s-2021"", ""Preamble"", 0.5156678557395935], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-9371, S-2023"", ""Operative"", 0.5], [""SP-8997, S-2022"", ""Preamble"", 0.4310752749443054], [""SP-8979, S-2022"", ""Preamble"", 0.3023243546485901]]","[[""SP-9371, S-2023"", ""Operative"", 0.9969643354415894], [""SP-9371, S-2023"", ""Introduction"", 0.9333354234695435], [""SP-9371, S-2023"", ""Preamble"", 0.919223427772522], [""SP-8997, S-2022"", ""Preamble"", 0.5424985885620117], [""Sp-8694, s-2021"", ""Preamble"", 0.46829915046691895], [""SP-8997, S-2022"", ""Operative"", 0.4516276717185974], [""SP-8663 S-2021"", ""Introduction"", 0.45076465606689453]]"
What impact does the increase in rice assistance for Quezon City Hall regular employees have on their financial well-being?,Anong epekto ng pagtaas ng tulong sa bigas para sa mga regular na empleyado ng Quezon City Hall sa kanilang kaginhawaan sa pananalapi?,"The increase in rice assistance from PHP1,500.00 to PHP2,000.00 per quarter is intended to help alleviate the economic challenges faced by Quezon City Hall regular employees. This subsidy aims to support the employees by providing additional financial aid to cope with the rising cost of rice and other basic commodities, thereby contributing to their overall financial well-being and ensuring decent living standards.","SP-2727, S-2018",Preamble,"[[""SP-2727, S-2018"", ""Preamble"", 0.9109849333763123], [""SP-2727, S-2018"", ""Operative"", 0.6870490312576294], [""SP-2727, S-2018"", ""Introduction"", 0.503153920173645], [""SP-3029, S-2021"", ""Operative"", 0.28709837794303894], [""SP-8962, S-2022"", ""Operative"", 0.28412723541259766], [""SP-3138, S-2022"", ""Preamble"", 0.2496897429227829], [""SP-3062, S-2021"", ""Preamble"", 0.22027605772018433]]","[[""SP-2727, S-2018"", ""Preamble"", 1.0], [""SP-3138, S-2022"", ""Preamble"", 0.4274621903896332], [""SP-2727, S-2018"", ""Introduction"", 0.4151703119277954], [""SP-3062, S-2021"", ""Preamble"", 0.38821837306022644], [""SP-2445, S-2015"", ""Preamble"", 0.36145660281181335], [""SP-3165 S-2022"", ""Introduction"", 0.32638296484947205], [""SP-3025, S-2021"", ""Preamble"", 0.3220868408679962]]","[[""SP-2727, S-2018"", ""Preamble"", 0.8912153244018555], [""SP-2727, S-2018"", ""Operative"", 0.6855259537696838], [""SP-2727, S-2018"", ""Introduction"", 0.605076014995575], [""SP-8962, S-2022"", ""Operative"", 0.47392988204956055], [""SP-3165 S-2022"", ""Introduction"", 0.3856738805770874], [""SP-3098, S-2022"", ""Preamble"", 0.3775704801082611], [""SP-0944, S-2000"", ""Operative"", 0.33708399534225464]]"
What could be the consequence if a member of the Quezon City Council does not comply with the dress code ordinance during the month of August sessions?,Ano ang posibleng mangyari kung ang isang miyembro ng Konseho ng Lungsod ng Quezon ay hindi sumunod sa ordinansa ng dress code sa mga sesyon sa buwan ng Agosto?,"If a member of the Quezon City Council does not comply with the ordinance requiring them to wear Barong Tagalog or simple Filipiniana inspired attire during the August sessions, they may face disciplinary action in accordance with the Internal Rules of Procedure of the Quezon City Council.","SP-3141, S-2022",Operative,"[[""SP-3141, S-2022"", ""Operative"", 0.9374655485153198], [""SP-3141, S-2022"", ""Introduction"", 0.5885605216026306], [""SP-3141, S-2022"", ""Preamble"", 0.3092760145664215], [""SP-2804, S-2018"", ""Operative"", 0.2972763776779175], [""SP-3163, S-2022"", ""Operative"", 0.2722446918487549], [""SP-3033, S-2021"", ""Operative"", 0.2624862790107727], [""SP-3044, S-2021"", ""Operative"", 0.25916820764541626]]","[[""SP-3141, S-2022"", ""Operative"", 0.7681570649147034], [""SP-3141, S-2022"", ""Preamble"", 0.5321894288063049], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-0944, S-2000"", ""Operative"", 0.3787027597427368], [""SP-3141, S-2022"", ""Introduction"", 0.3475151062011719], [""SP-2834, S-2019"", ""Preamble"", 0.3116821050643921], [""SP-3025, S-2021"", ""Preamble"", 0.30054759979248047]]","[[""SP-3141, S-2022"", ""Operative"", 0.8089166283607483], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-0944, S-2000"", ""Operative"", 0.47333869338035583], [""SP-3160, S-2022"", ""Operative"", 0.30521631240844727], [""SP-3141, S-2022"", ""Preamble"", 0.304759681224823], [""SP-7903, S-2019"", ""Operative"", 0.2098376303911209], [""SP-3044, S-2021"", ""Operative"", 0.20948122441768646]]"
What are the potential penalties for candidates who fail to clean up their campaign waste materials in Quezon City within the specified time frame after an election?,Ano ang mga posibleng parusa para sa mga kandidato na hindi malinis ang kanilang mga campaign waste materials sa Quezon City sa loob ng tinakdang oras pagkatapos ng halalan?,"A violation of the ordinance requiring candidates to remove their campaign waste materials within fourteen days after an election is penalized by a fine of Five Thousand Pesos (Php5,000.00) or imprisonment of one (1) year, or both such fine and imprisonment at the discretion of the court.",SP-3166 S-2022,Operative,"[[""SP-3166 S-2022"", ""Introduction"", 1.0], [""SP-3166 S-2022"", ""Operative"", 0.9712429642677307], [""SP-3166 S-2022"", ""Preamble"", 0.6378580331802368], [""SP-3011, S-2021"", ""Operative"", 0.299383282661438], [""SP-2804, S-2018"", ""Operative"", 0.29651954770088196], [""SP-2503, S-2016"", ""Operative"", 0.28053101897239685]]","[[""SP-3166 S-2022"", ""Introduction"", 1.0], [""SP-3166 S-2022"", ""Preamble"", 0.66459059715271], [""SP-3166 S-2022"", ""Operative"", 0.4713825285434723], [""SP-3165 S-2022"", ""Introduction"", 0.32896754145622253], [""SP-3107, S-2022"", ""Preamble"", 0.23465393483638763], [""SP-3025, S-2021"", ""Preamble"", 0.20988808572292328]]","[[""SP-3166 S-2022"", ""Introduction"", 0.9936530590057373], [""SP-3166 S-2022"", ""Operative"", 0.7975937724113464], [""SP-3166 S-2022"", ""Preamble"", 0.5170092582702637], [""SP-3165 S-2022"", ""Introduction"", 0.38516512513160706], [""SP-0944, S-2000"", ""Operative"", 0.35226309299468994], [""SP-7901, S-2019"", ""Operative"", 0.30490392446517944]]"
What are the potential consequences for a business establishment in Quezon City if it is found non-compliant with the CCTV ordinance after the first violation?,Ano ang mga posibleng parusa para sa isang negosyo sa Quezon City kung ito ay napatunayang hindi sumunod sa CCTV ordinansa matapos ang unang paglabag?,"According to the ordinance, if a business establishment in Quezon City is found non-compliant with the CCTV requirements after the first violation, a fine not exceeding Five Thousand Pesos (Php5,000.00) can be imposed. Continued or subsequent failure to comply with the ordinance's provisions may also lead to the suspension, revocation, or cancellation of the establishment's business permit.","SP-2139, S-2012",Operative,"[[""SP-2139, S-2012"", ""Operative"", 0.644757091999054], [""SP-2139, S-2012"", ""Operative"", 0.5882127285003662], [""SP-2695, S-2018"", ""Preamble"", 0.586199164390564], [""SP-2695, S-2018"", ""Operative"", 0.5811811685562134], [""SP-2139, S-2012"", ""Signature"", 0.4652426838874817], [""SP-2139, S-2012"", ""Introduction"", 0.4325156807899475]]","[[""SP-2695, S-2018"", ""Preamble"", 0.5430052280426025], [""SP-2139, S-2012"", ""Operative"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-2139, S-2012"", ""Introduction"", 0.44087305665016174], [""SP-3076, S-2021"", ""Operative"", 0.3803538978099823], [""SP-2695, S-2018"", ""Operative"", 0.31778764724731445]]","[[""SP-2695, S-2018"", ""Operative"", 0.7394472360610962], [""SP-2139, S-2012"", ""Operative"", 0.659523606300354], [""SP-2139, S-2012"", ""Operative"", 0.515609085559845], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-2695, S-2018"", ""Preamble"", 0.4543982744216919], [""SP-2139, S-2012"", ""Signature"", 0.4486445486545563]]"
What provision does the ordinance provide for deferring the ban on brown bags during a state of calamity?,Anong probisyon ang ibinibigay ng ordinansa para ipagpaliban ang pagbabawal sa brown bags sa panahon ng kalamidad?,"The ordinance allows the City Mayor to defer the implementation of the ban on brown bags while the city is under a state of calamity, such as during the COVID-19 pandemic. The deferment can be done for six-month periods, based on prevailing economic conditions and other relevant considerations.","SP-3066, S-2021",Operative,"[[""SP-3066, S-2021"", ""Operative"", 0.9519542455673218], [""SP-3066, S-2021"", ""Introduction"", 0.9382317066192627], [""SP-3066, S-2021"", ""Preamble"", 0.8643357753753662], [""SP-3029, S-2021"", ""Preamble"", 0.2565114498138428], [""SP-3025, S-2021"", ""Preamble"", 0.17069180309772491], [""SP-3103, S-2022"", ""Introduction"", 0.16283352673053741], [""SP-3026, S-2021"", ""Preamble"", 0.16031098365783691]]","[[""SP-3066, S-2021"", ""Introduction"", 0.6607372760772705], [""SP-3066, S-2021"", ""Preamble"", 0.6342524886131287], [""SP-3066, S-2021"", ""Operative"", 0.5], [""SP-3166 S-2022"", ""Preamble"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.42420944571495056], [""SP-3025, S-2021"", ""Preamble"", 0.4195573627948761], [""SP-8990, S-2022"", ""Introduction"", 0.36918196082115173]]","[[""SP-3066, S-2021"", ""Operative"", 0.9385017156600952], [""SP-3066, S-2021"", ""Preamble"", 0.8538864254951477], [""SP-3066, S-2021"", ""Introduction"", 0.7794184684753418], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-2522, S-2016"", ""Operative"", 0.3406645655632019], [""SP-2695, S-2018"", ""Operative"", 0.29640015959739685], [""SP-3073, S-2021"", ""Operative"", 0.2572300434112549]]"
What is the significance of the partnership between the Quezon City Government and private organizations for the COVID-19 vaccination efforts in Quezon City?,Ano ang kahalagahan ng pakikipagtulungan sa pagitan ng Pamahalaang Lungsod ng Quezon at pribadong mga organisasyon para sa mga pagsusumikap sa pagbabakuna ng COVID-19 sa Lungsod Quezon?,"The partnership allows the Quezon City Government to collaborate with private organizations to enhance their COVID-19 vaccination efforts by combining resources and manpower. This cooperation enables the rapid inoculation of a larger number of residents and workers in Quezon City. By including volunteers and medical workers from partner organizations, the City Government can increase the capacity and efficiency of its vaccination sites, while ensuring personnel from the member companies of these organizations are also vaccinated under the city’s supervision.","SP-8569, S-2021",Preamble,"[[""SP-8569, S-2021"", ""Preamble"", 1.0], [""SP-8565, S-2021"", ""Preamble"", 0.7032961845397949], [""SP-3048, S-2021"", ""Operative"", 0.6551055908203125], [""SP-3048, S-2021"", ""Preamble"", 0.6031807661056519], [""SP-9049, S-2022"", ""Preamble"", 0.5471411347389221], [""SP-9049, S-2022"", ""Operative"", 0.4349387586116791]]","[[""SP-8569, S-2021"", ""Preamble"", 0.8229808211326599], [""SP-9049, S-2022"", ""Preamble"", 0.7286425232887268], [""SP-3025, S-2021"", ""Preamble"", 0.5916562080383301], [""SP-3048, S-2021"", ""Preamble"", 0.47651755809783936], [""SP-3048, S-2021"", ""Introduction"", 0.442527174949646], [""SP-3076, S-2021"", ""Preamble"", 0.4348481595516205]]","[[""SP-8569, S-2021"", ""Preamble"", 1.0], [""SP-3048, S-2021"", ""Operative"", 0.6993257999420166], [""SP-9049, S-2022"", ""Preamble"", 0.6281338930130005], [""SP-8565, S-2021"", ""Preamble"", 0.626314103603363], [""SP-9049, S-2022"", ""Operative"", 0.5839139819145203], [""SP-3048, S-2021"", ""Preamble"", 0.578339159488678]]"
"What is the requirement for establishments in Quezon City regarding the KyusiPass system by August 15, 2021?","Ano ang kinakailangan para sa mga establisyimento sa Lungsod Quezon patungkol sa sistema ng KyusiPass hanggang Agosto 15, 2021?","Establishments in Quezon City are required to prepare their QR Code scanner system for the full implementation of the KyusiPass contact tracing method by August 15, 2021.","SP-3033, S-2021",Operative,"[[""SP-3033, S-2021"", ""Preamble"", 0.7584717273712158], [""SP-3033, S-2021"", ""Introduction"", 0.7113707065582275], [""SP-3103, S-2022"", ""Operative"", 0.6816217303276062], [""SP-3033, S-2021"", ""Operative"", 0.5518355369567871], [""SP-3103, S-2022"", ""Preamble"", 0.37958601117134094], [""SP-2139, S-2012"", ""Signature"", 0.32847046852111816], [""SP-3084, S-2021"", ""Operative"", 0.2476206123828888]]","[[""SP-3033, S-2021"", ""Preamble"", 0.9829522371292114], [""SP-3033, S-2021"", ""Introduction"", 0.6844722032546997], [""SP-3103, S-2022"", ""Preamble"", 0.5108485221862793], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-3025, S-2021"", ""Preamble"", 0.36432749032974243], [""SP-0944, S-2000"", ""Operative"", 0.36387646198272705], [""SP-3033, S-2021"", ""Operative"", 0.3263075053691864]]","[[""SP-3033, S-2021"", ""Preamble"", 0.9621360301971436], [""SP-3033, S-2021"", ""Introduction"", 0.6431865096092224], [""SP-3033, S-2021"", ""Operative"", 0.597491443157196], [""SP-3103, S-2022"", ""Operative"", 0.5519099235534668], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-0944, S-2000"", ""Operative"", 0.4570150673389435], [""SP-3044, S-2021"", ""Signature"", 0.42622891068458557]]"
What are the steps and requirements for a vehicle using alternative fuel to be exempt from the Vehicular Volume Reduction Scheme in Quezon City?,Ano ang mga hakbang at kinakailangan para ma-exempt ang isang sasakyang gumagamit ng alternatibong fuel mula sa Vehicular Volume Reduction Scheme sa Lungsod Quezon?,"To be exempt from the Vehicular Volume Reduction Scheme, the vehicle owner must submit a duly accomplished application form, the Certificate of Registration of the vehicle, and proof of payment of the filing fee. The vehicle must then undergo a mandatory inspection at the Department of Public Order and Safety Office. If all documents are complete and in order, a sticker with the signature of the City Mayor will be issued, which must be placed on the vehicle's windshield. Vehicles using alternative fuel but without the required sticker are not exempt.","SP-2398, S-2016",Operative,"[[""SP-2398, S-2016"", ""Operative"", 1.0], [""SP-2398, S-2016"", ""Introduction"", 0.6330868601799011], [""SP-2398, S-2016"", ""Preamble"", 0.6276073455810547], [""SP-3107, S-2022"", ""Operative"", 0.22196362912654877], [""SP-2373, S-2014"", ""Operative"", 0.18791276216506958]]","[[""SP-2398, S-2016"", ""Introduction"", 0.7136614322662354], [""SP-2398, S-2016"", ""Preamble"", 0.711921751499176], [""SP-2398, S-2016"", ""Operative"", 0.6835183501243591], [""SP-3165 S-2022"", ""Introduction"", 0.4642731845378876], [""SP-3184, S-2023"", ""Preamble"", 0.37440305948257446], [""SP-3107, S-2022"", ""Preamble"", 0.31387028098106384], [""SP-2069, S-2011"", ""Uncategorized"", 0.28443336486816406]]","[[""SP-2398, S-2016"", ""Operative"", 0.8794155716896057], [""SP-2398, S-2016"", ""Preamble"", 0.585175096988678], [""SP-2398, S-2016"", ""Introduction"", 0.5228596925735474], [""SP-0944, S-2000"", ""Operative"", 0.29401975870132446], [""SP-2373, S-2014"", ""Operative"", 0.26595377922058105], [""SP-3165 S-2022"", ""Introduction"", 0.23542001843452454]]"
What is the significance of including compliance with the Ease of Doing Business Act as a criterion for good local governance in Quezon City?,Ano ang kahalagahan ng pagsasama ng pagsunod sa Ease of Doing Business Act bilang pamantayan para sa magandang lokal na pamamahala sa Lungsod Quezon?,"Including compliance with the Ease of Doing Business Act as a criterion for good local governance in Quezon City emphasizes the importance of efficient and streamlined government services. It aims to reduce bureaucracy and improve the quality of service delivery at the barangay level, thereby ensuring that government operations are more accessible and responsive to the needs of the constituents.","SP-3125, S-2022",Preamble,"[[""SP-3125, S-2022"", ""Preamble"", 0.9893971681594849], [""SP-3125, S-2022"", ""Operative"", 0.8807673454284668], [""SP-3114, S-2022"", ""Operative"", 0.7074484825134277], [""SP-3114, S-2022"", ""Operative"", 0.5516414046287537], [""SP-3010, S-2021"", ""Preamble"", 0.49803054332733154], [""SP-3107, S-2022"", ""Preamble"", 0.4342126250267029]]","[[""SP-3125, S-2022"", ""Preamble"", 0.866456151008606], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-3107, S-2022"", ""Preamble"", 0.48119139671325684], [""SP-3125, S-2022"", ""Operative"", 0.4355810284614563], [""SP-2503, S-2016"", ""Preamble"", 0.378805547952652], [""SP-2834, S-2019"", ""Preamble"", 0.34738972783088684], [""SP-3116, S-2022"", ""Preamble"", 0.34528547525405884]]","[[""SP-3125, S-2022"", ""Preamble"", 0.9142966270446777], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-3125, S-2022"", ""Operative"", 0.44041332602500916], [""SP-3098, S-2022"", ""Preamble"", 0.43881455063819885], [""SP-0944, S-2000"", ""Operative"", 0.38803428411483765], [""SP-2618, S-2017"", ""Preamble"", 0.35244789719581604], [""SP-3114, S-2022"", ""Operative"", 0.35080310702323914]]"
What are the benefits and incentives provided to Quezon City Barangay Health Workers under this ordinance?,Ano ang mga benepisyo at insentibo na ibinibigay sa Barangay Health Workers ng Quezon City sa ilalim ng ordinansang ito?,"Under this ordinance, Quezon City Barangay Health Workers (QC-BHWs) are entitled to various local benefits and incentives, which include identification cards, uniforms, a health kit, sponsored PhilHealth membership, educational assistance for themselves or their children, accident insurance, funeral and burial assistance, a retirement benefit of Twenty Thousand Pesos for those who have provided continuous service for at least ten years, and livelihood assistance when separating from service. These benefits are provided as part of an effort to support QC-BHWs in performing their duties and to recognize their contributions to the community.","SP-2445, S-2015",Operative,"[[""SP-2445, S-2015"", ""Introduction"", 0.785713255405426], [""SP-2445, S-2015"", ""Preamble"", 0.7837998270988464], [""SP-2445, S-2015"", ""Operative"", 0.7758203744888306], [""SP-3161, S-2022"", ""Operative"", 0.6731559038162231]]","[[""SP-2445, S-2015"", ""Preamble"", 0.8970339298248291], [""SP-2445, S-2015"", ""Introduction"", 0.6028608083724976], [""SP-3161, S-2022"", ""Preamble"", 0.5817741751670837], [""SP-2445, S-2015"", ""Operative"", 0.5305352807044983], [""SP-3161, S-2022"", ""Introduction"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.47830286622047424]]","[[""SP-2445, S-2015"", ""Operative"", 0.8389502763748169], [""SP-2445, S-2015"", ""Preamble"", 0.6992130279541016], [""SP-3161, S-2022"", ""Operative"", 0.5549604296684265], [""SP-2445, S-2015"", ""Introduction"", 0.5359086990356445]]"
